,customer_id,Name,Churn Score
140,fffe4300490044003800320036003400,Necole Gourlay,3
141,fffe43004900440035003300340034003300,Mayra Guarino,5
142,fffe43004900440031003700360031003100,Larae Cha,4
143,fffe4300490044003600340034003200,Idalia Raglin,3
144,fffe43004900440033003000350035003200,Cyrus Dunneback,2
145,fffe43004900440036003300380033003000,Narcisa Helbing,2
146,fffe43004900440033003300360039003200,Meghann Dudding,4
147,fffe43004900440033003500350039003400,Antonio Hollenbach,5
148,fffe43004900440033003000340031003900,Arlen Grasso,5
149,fffe43004900440034003800390033003800,Caroline Agron,3
150,fffe43004900440035003400380030003400,Mana Colella,1
151,fffe43004900440033003700330039003200,Palma Densmore,1
152,fffe4300490044003100310038003000,Carolann Castilleja,4
153,fffe43004900440035003000390037003000,Teri Skow,3
154,fffe43004900440033003500360035003600,Elden Neal,3
155,fffe43004900440035003200340031003800,Beatriz Sarmiento,5
156,fffe43004900440032003900310034003100,Faustina Helbing,3
157,fffe43004900440031003500390032003000,Janel Ellenwood,3
158,fffe43004900440031003500350032003800,Denisha Geraci,5
159,fffe43004900440035003900390038003700,Nilda Kmetz,5
160,fffe43004900440035003800310039003200,Melonie Temme,4
161,fffe43004900440032003400370034003900,Sherie Gessner,4
162,fffe43004900440036003000360039003000,William Browder,4
163,fffe43004900440033003900390034003500,Nolan Vanderhoof,5
164,fffe43004900440034003700320032003500,Maudie Priester,3
165,fffe43004900440034003800380034003800,Gerri Jeffords,4
166,fffe43004900440035003900350038003600,Colby Medeiros,3
167,fffe43004900440032003200390038003200,Raina Razor,5
168,fffe43004900440033003600320033003900,Mariana Prokop,4
169,fffe43004900440035003800320032003700,Frederica Shedd,5
170,fffe43004900440031003900310030003300,Lavern Barberio,4
171,fffe43004900440034003200300030003100,Alla Dry,1
172,fffe43004900440032003900390036003200,Mitch Rodriques,5
173,fffe43004900440033003400310037003200,Dulcie Kwiecien,3
174,fffe4300490044003900360030003900,Pauletta Steger,1
175,fffe43004900440031003700310033003500,Leeanna Drolet,3
176,fffe43004900440034003300340034003300,Sid Diller,5
177,fffe43004900440035003400390039003400,Nova Slaton,4
178,fffe43004900440032003800340031003200,Luisa Marley,1
179,fffe43004900440032003900360034003000,Ha Oatis,3
180,fffe43004900440036003100370031003200,Delsie Wymore,5
181,fffe43004900440034003600380037003900,Katrina Kenney,1
182,fffe43004900440031003700350030003900,Andra Valenzuela,5
183,fffe43004900440032003400320037003200,Brittaney Vancleve,1
184,fffe43004900440034003700310035003800,Carmina Duhart,5
185,fffe4300490044003200300033003100,Janel Ibarra,3
186,fffe43004900440031003300360030003000,Donya Beckmann,5
187,fffe43004900440033003000370030003700,Magdalena Burkley,1
188,fffe43004900440032003200320033003200,Marquerite Deshazo,5
189,fffe4300490044003900330039003000,Rosa Defore,3
190,fffe43004900440035003400340032003700,Lorie Backus,4
191,fffe43004900440034003100320032003200,Benton Clevenger,5
192,fffe43004900440031003300350036003300,Elza Bingham,5
193,fffe43004900440036003100370031003900,Blossom Girard,5
194,fffe43004900440032003800320032003300,Chantel Canton,5
195,fffe43004900440032003500390035003100,Dorotha Kitch,5
196,fffe4300490044003600380039003400,Jennette Lokken,4
197,fffe43004900440035003500380030003200,Marietta Rayo,5
198,fffe430049004400380036003500,Augustus Solt,5
199,fffe43004900440031003400380030003900,Kristeen Resch,5
200,fffe43004900440033003600310036003900,Gerry Lanford,3
201,fffe43004900440031003500320036003900,Ferne Mars,5
202,fffe430049004400310030003900,Kristeen Chastain,3
203,fffe43004900440034003000330038003100,Merlyn Twiford,4
204,fffe43004900440035003100300034003100,Beatriz Sun,2
205,fffe43004900440035003500390038003300,Lida Gleaton,3
206,fffe43004900440032003900320032003300,Leslie Brubaker,3
207,fffe4300490044003400350038003000,Hae Dewar,5
208,fffe43004900440034003400320034003500,Drucilla Liechty,5
209,fffe43004900440033003000390030003900,Opal Montag,3
210,fffe43004900440033003500380033003500,Caroyln Halliwell,4
211,fffe43004900440034003800300035003200,Serafina Mccleery,5
212,fffe43004900440033003500390034003600,Teri Goold,3
213,fffe43004900440033003000310033003200,Rosanne Myers,3
214,fffe43004900440032003100350038003900,Marquerite Corkill,4
215,fffe4300490044003700340034003500,Cornelia Larose,5
216,fffe43004900440033003200320033003800,Alan Boddie,3
217,fffe43004900440032003100310032003800,Karlyn Liston,5
218,fffe43004900440033003400330031003000,Merideth Ogren,5
219,fffe43004900440036003100380036003400,Sade Clow,5
220,fffe43004900440036003100310037003300,Herbert Sevilla,5
221,fffe43004900440033003000300035003100,Dean Pendelton,4
222,fffe43004900440031003400380037003700,Brandon Vitolo,1
223,fffe43004900440034003600320030003000,Meghann Saraiva,5
224,fffe43004900440032003800330036003300,Cyrus Alexis,3
225,fffe4300490044003100310037003600,Joaquin Asbill,5
226,fffe4300490044003400310032003800,Terrance Spigner,3
227,fffe43004900440034003500310032003700,Bert Lappin,3
228,fffe43004900440031003300380032003900,Caleb Kohr,2
229,fffe43004900440033003600360035003000,Albertha Kinch,5
230,fffe43004900440032003100300039003300,Joyce Turcios,4
231,fffe43004900440032003300350031003600,Bryce Llewellyn,4
232,fffe43004900440033003600320039003000,Nathalie Vasquez,4
233,fffe4300490044003400380032003500,Pauletta Straw,5
234,fffe43004900440034003600360035003300,Rebecka Bingaman,3
235,fffe43004900440036003200330030003900,Lacey Grasso,5
236,fffe4300490044003500380034003300,Mechelle Yokota,5
237,fffe4300490044003200380032003600,Gerry Hinkle,4
238,fffe43004900440035003300350031003700,Marilynn Loos,5
239,fffe4300490044003800330032003900,Joyce Schacherer,3
240,fffe43004900440032003900320035003600,Lesli Schimmel,3
241,fffe43004900440032003500330033003200,Frederica Hermes,3
242,fffe43004900440033003900390038003400,Giselle Albertini,1
243,fffe43004900440032003500390037003000,Annalisa Krieg,5
244,fffe43004900440031003200310032003600,Levi Depaolo,2
245,fffe43004900440032003500340039003800,Bill Martensen,3
246,fffe43004900440033003700320035003900,Kyung Seth,4
247,fffe43004900440035003200350039003700,Jong Fitting,4
248,fffe4300490044003300340030003600,Rosia Harvard,4
249,fffe4300490044003200350036003000,Donya Costigan,3
250,fffe43004900440031003600300033003300,Yang Toledo,3
251,fffe43004900440031003800310038003400,Barbie Flick,1
252,fffe43004900440031003400380036003200,Adrianna Clyburn,3
253,fffe4300490044003200310033003200,Kera Houseknecht,4
254,fffe43004900440034003700390039003800,Palma Hamlin,4
255,fffe43004900440034003400350030003300,Audry Ericksen,4
256,fffe43004900440031003900380036003600,Leesa Lamantia,3
257,fffe43004900440035003000320039003900,Humberto Carraway,5
258,fffe43004900440033003200390039003000,Janell Galyean,2
259,fffe43004900440033003600370032003400,Willis Minton,3
260,fffe43004900440031003100350036003200,Santina Priester,1
261,fffe43004900440031003000370030003600,Deanna Mccool,5
262,fffe43004900440032003700370037003900,Lorean Vann,3
263,fffe43004900440031003900340030003900,Lucas Hepler,3
264,fffe43004900440035003900340030003100,Bulah Fike,5
265,fffe43004900440035003700380037003100,Patrick Flewelling,5
266,fffe43004900440032003900350034003400,Guy Lessman,4
267,fffe43004900440032003300320038003900,Evelina Dunneback,3
268,fffe43004900440033003500370030003300,Sol Fike,4
269,fffe43004900440031003700300031003200,Solange Rodenberger,4
270,fffe43004900440034003000390035003800,Odessa Markow,2
271,fffe43004900440035003600310037003600,Nobuko Lofthouse,4
272,fffe43004900440033003600320032003900,Greta Myers,5
273,fffe43004900440031003900370039003900,Xavier Nicastro,3
274,fffe43004900440032003900310034003500,Ranae Melody,4
275,fffe43004900440034003500350034003300,Roslyn Kitch,5
276,fffe43004900440035003000370030003700,Barbie Mendelsohn,3
277,fffe4300490044003800300034003900,Joaquin Sturdivant,3
278,fffe4300490044003900370036003600,Luciano Wicker,5
279,fffe43004900440031003200350030003100,Arielle Emery,5
280,fffe43004900440032003800310030003600,Laureen Due,4
281,fffe43004900440031003600340035003300,Guadalupe Mcfarlin,3
282,fffe4300490044003600370038003900,Jani Grantham,3
283,fffe4300490044003200310031003800,Cecille Tallmadge,3
284,fffe43004900440034003200350039003500,Tobias Delp,1
285,fffe43004900440031003600300032003300,Lacey Clepper,1
286,fffe43004900440032003400360033003700,Magdalena Centers,5
287,fffe43004900440033003000300030003600,Armida Fragale,4
288,fffe43004900440031003000370039003600,Kelsie Rodas,4
289,fffe43004900440032003500370039003400,Jonathon Pitcher,5
290,fffe43004900440032003400370033003700,Gerri Brandenberger,4
291,fffe43004900440032003700320031003000,Bulah Hudnall,4
292,fffe43004900440034003400320030003300,Enedina Vanepps,5
293,fffe43004900440033003200300032003900,Chantel Bogart,5
294,fffe4300490044003300310034003500,Mechelle Polen,3
295,fffe43004900440035003200380030003200,Annelle Mortimore,5
296,fffe43004900440033003600310035003200,Lynn Defore,4
297,fffe43004900440032003000340034003700,Gilda Leitner,3
298,fffe43004900440035003400370031003400,Lavern Bay,1
299,fffe43004900440032003300380034003200,America Stutes,4
300,fffe43004900440033003700360034003900,Albertina Brenton,1
301,fffe43004900440032003500360038003600,Christiana Youngquist,4
302,fffe43004900440033003100350037003300,Mechelle Hanger,2
303,fffe43004900440036003000360035003800,Markita Bowlin,5
304,fffe43004900440031003500350030003400,Antonietta Edgar,3
305,fffe4300490044003100340032003900,Mei Acey,3
306,fffe43004900440035003600330032003300,Donya Krawczyk,3
307,fffe43004900440033003100350031003300,Regenia Brasch,4
308,fffe43004900440033003900370037003000,Kristeen Willman,5
309,fffe43004900440034003600360038003700,Janell Goertz,3
310,fffe43004900440035003000350031003900,Marvella Pavlik,2
311,fffe43004900440033003800330036003200,Sandee Taul,5
312,fffe43004900440034003300340039003000,Codi Staton,3
313,fffe43004900440034003900310030003500,Fumiko Linley,3
314,fffe43004900440035003600310039003200,Clayton Montana,5
315,fffe43004900440031003100380036003000,Janelle Tindel,5
316,fffe430049004400350035003600,Franklin Stutes,4
317,fffe43004900440031003200370033003800,Brendan Pitre,3
318,fffe4300490044003300300034003100,Myrtice Stebbins,3
319,fffe43004900440036003000390037003400,Aletha Gabler,1
320,fffe4300490044003100360037003400,Karri Whitcomb,2
321,fffe43004900440032003800320035003300,Maudie Funderburg,5
322,fffe4300490044003200350033003100,Nikki Shaughnessy,3
323,fffe430049004400350032003000,Gerry Tabarez,1
324,fffe43004900440034003500340031003800,Michelina Jacobo,5
325,fffe43004900440036003200390037003900,Shanae Pfeil,5
326,fffe43004900440031003100300032003700,Loriann Para,5
327,fffe43004900440034003800380031003300,Margurite Averitt,5
328,fffe43004900440035003400300038003500,Priscilla Weeks,2
329,fffe4300490044003800350034003900,Valentina Crinklaw,4
330,fffe43004900440035003500380031003600,Vinnie Jilek,2
331,fffe43004900440035003500300032003800,Scottie Lentine,5
332,fffe43004900440035003000330038003600,Faustina Press,5
333,fffe4300490044003500390033003100,Kraig Sapp,4
334,fffe43004900440036003100360036003100,Brian Capito,3
335,fffe43004900440031003600390030003000,Leeanne Ankrom,4
336,fffe43004900440034003100320036003200,Jennell Dinkins,5
337,fffe43004900440035003700360039003600,Tyler Troiano,4
338,fffe43004900440033003000300036003100,Bryce Holladay,2
339,fffe4300490044003700330036003100,Lore Carn,5
340,fffe43004900440033003000300031003600,Darlena Chace,4
341,fffe43004900440031003600330035003400,Lorette Fragale,3
342,fffe4300490044003400330037003800,Alaina Jolliff,5
343,fffe43004900440034003000300036003500,Bette Chace,4
344,fffe43004900440034003100350031003000,Keitha Mccarron,5
345,fffe43004900440033003600390030003600,Sade Exner,5
346,fffe43004900440033003000330031003700,Wan Kennard,5
347,fffe43004900440032003000360037003000,Rod Callaghan,3
348,fffe43004900440035003500370033003300,Donya Diangelo,3
349,fffe43004900440032003700330030003000,Sade Godbout,1
350,fffe43004900440031003000350032003900,Mara Egli,5
351,fffe4300490044003900330032003400,Gracie Devaney,4
352,fffe43004900440034003900380038003400,Mayra Rinaldo,5
353,fffe43004900440031003800300030003800,William Damron,3
354,fffe43004900440034003100380039003800,Traci Keyes,5
355,fffe43004900440032003500330037003000,Leeanna Mcgrew,1
356,fffe43004900440034003100380038003100,Frederica Church,5
357,fffe4300490044003100330030003700,Alayna Leppert,3
358,fffe430049004400360030003500,Alva Kovach,4
359,fffe43004900440031003000310033003300,Fanny Villalta,1
360,fffe43004900440034003800300032003300,Tyesha Armitage,3
361,fffe43004900440036003300300030003400,Necole Clinard,4
362,fffe43004900440031003200370030003600,Sallie Koffler,3
363,fffe43004900440035003800310032003200,Rosia Tracey,5
364,fffe4300490044003900370039003400,Lolita Terrell,1
365,fffe43004900440031003200300034003400,Geraldine Bridge,5
366,fffe43004900440035003900380037003800,Flora Lizaola,4
367,fffe43004900440031003600370038003900,Wiley Harsh,5
368,fffe4300490044003200300037003800,Ira Brenton,5
369,fffe43004900440035003400390033003800,Pauletta Hoffman,3
370,fffe43004900440032003800300034003000,Trinidad Solt,1
371,fffe43004900440035003700360037003100,Luciano Luther,3
372,fffe43004900440034003600370030003700,Desire Lucian,3
373,fffe4300490044003200310035003400,Sharri Flannigan,5
374,fffe43004900440031003400350032003500,Patrick Costillo,5
375,fffe4300490044003800300036003300,Genie Hemmings,4
376,fffe43004900440035003300320031003900,Nilda Near,3
377,fffe43004900440033003300300038003800,Kraig Abell,4
378,fffe43004900440032003400330032003500,Lavern Needles,3
379,fffe4300490044003200330038003900,Julius Heyen,4
380,fffe43004900440031003800350030003300,Cornelia Para,3
381,fffe43004900440034003900330039003800,Sharri Eder,3
382,fffe43004900440032003000390030003900,Lacey Slaugh,3
383,fffe43004900440032003900350030003700,Beatriz Robbs,5
384,fffe43004900440033003800330033003200,Danica Kuo,3
385,fffe43004900440033003100340037003500,Meaghan Kimbrell,5
386,fffe4300490044003600330034003900,Mellissa Torgeson,3
387,fffe43004900440032003100340031003400,Meghann Renteria,4
388,fffe4300490044003500350038003700,Rolf Patrick,1
389,fffe43004900440035003600380034003600,Pennie Guilliams,2
390,fffe43004900440034003800330032003100,Katrina Resch,5
391,fffe43004900440033003700310035003700,Oneida Taube,5
392,fffe4300490044003800300038003600,Whitley Saliba,3
393,fffe43004900440035003500350030003000,Mana Lawry,4
394,fffe43004900440034003600330038003200,Meghann Amy,4
395,fffe43004900440036003000380038003800,Hae Patt,5
396,fffe43004900440031003100320037003100,Sparkle Ortego,3
397,fffe43004900440031003200360030003600,Cuc Girard,4
398,fffe4300490044003400380036003200,Jennell Lintner,3
399,fffe43004900440036003300320033003600,Lore Densmore,3
400,fffe43004900440033003400340033003600,Silvana Libbey,4
401,fffe43004900440036003300370035003900,Nan Brugger,4
402,fffe4300490044003800320035003500,Felicita Binder,4
403,fffe43004900440035003300380030003700,Dorine Brehmer,5
404,fffe4300490044003100300030003100,Granville Maybee,4
405,fffe43004900440032003000370031003900,Sherie Guilbert,2
406,fffe43004900440035003500360038003600,Patrick Varnell,5
407,fffe43004900440035003900330036003700,Norene Armistead,5
408,fffe43004900440031003000360038003600,Carina Tallmadge,2
409,fffe430049004400370030003200,Alethia Redner,4
410,fffe43004900440033003100300039003400,Madalyn Plante,3
411,fffe43004900440036003300340031003500,Jennette Thomas,5
412,fffe43004900440033003100350030003700,Kenny Coddington,1
413,fffe43004900440033003800370033003300,Elidia Larue,3
414,fffe43004900440036003100380039003300,Alanna Griffiths,5
415,fffe43004900440032003400340035003300,Jeannette Range,4
416,fffe43004900440031003700360039003700,Emmy Hudnall,4
417,fffe43004900440035003200340032003400,Zelda Huggett,3
418,fffe43004900440031003700330035003100,Kizzy Soderquist,3
419,fffe43004900440031003800320033003200,Sallie Elfrink,3
420,fffe43004900440031003400390039003500,Brandon Tierney,5
421,fffe43004900440034003400310039003100,Nicki Browder,1
422,fffe4300490044003300360039003600,Shanae Range,3
423,fffe43004900440035003900330038003600,Elna Abel,3
424,fffe43004900440034003900340037003800,Georgette Bruce,5
425,fffe4300490044003500370032003300,Shanae Gabler,4
426,fffe43004900440035003100320037003200,Alissa Solt,4
427,fffe4300490044003600370034003000,Dwain Whitby,5
428,fffe43004900440036003300350034003800,Hilary Thomas,4
429,fffe43004900440034003400330036003400,Shyla Nicks,3
430,fffe43004900440034003600330031003200,Tara Magill,1
431,fffe43004900440032003200390035003700,Evelyne Fenstermaker,5
432,fffe4300490044003400300036003900,Kristen Houseknecht,4
433,fffe43004900440032003200350033003800,America Eddleman,3
434,fffe43004900440035003900390035003900,Meghann Frandsen,4
435,fffe43004900440031003000360030003600,Earlie Garibaldi,3
436,fffe43004900440034003900300033003300,Madalyn Caines,3
437,fffe43004900440032003100320038003500,Esmeralda Ruder,4
438,fffe43004900440034003600350034003500,Ira Vaughn,5
439,fffe43004900440033003600350039003100,Georgette Slaugh,5
440,fffe43004900440032003800370032003300,Christiana Pecora,4
441,fffe43004900440034003400300032003600,Margrett Melancon,1
442,fffe43004900440035003200380035003900,Trudi Saliba,4
443,fffe43004900440031003900340034003400,Drucilla Benningfield,1
444,fffe43004900440035003800370037003100,Sebastian Heatherly,5
445,fffe43004900440036003000360039003900,Jena Shahid,3
446,fffe43004900440033003900370033003500,Gertrud Chadburn,5
447,fffe43004900440033003200300031003200,Loura Chadburn,5
448,fffe43004900440032003900310033003500,Kena Harvard,5
449,fffe43004900440034003000320038003100,Clayton Ramsdell,2
450,fffe43004900440033003400340033003900,Ted Mars,4
451,fffe4300490044003600360032003100,William Bowerman,4
452,fffe43004900440035003000330034003400,Brittaney Seaver,5
453,fffe4300490044003300360033003200,Dean Croff,5
454,fffe43004900440032003400320030003400,Lien Leitner,1
455,fffe43004900440036003100380039003800,Brittaney Shores,3
456,fffe430049004400370031003000,Myriam Rakow,3
457,fffe43004900440032003700310030003700,Marilynn Saltzman,4
458,fffe43004900440031003200350032003900,Nikki Smock,4
459,fffe43004900440032003500330039003500,Cathleen Diangelo,1
460,fffe43004900440034003800340038003300,Regenia Shook,3
461,fffe43004900440031003400300030003000,Lida Borges,2
462,fffe43004900440031003800360031003500,Raina Guider,4
463,fffe43004900440033003200390030003000,Sallie Andrzejewski,4
464,fffe43004900440031003700320031003700,Silvana Rojo,5
465,fffe43004900440035003000360039003200,Margarito Bean,4
466,fffe43004900440035003600340031003300,Dwain Lokken,5
467,fffe4300490044003600350038003900,Kym Johnston,4
468,fffe43004900440032003800330037003400,Edythe Allsup,3
469,fffe43004900440033003000300037003300,Jong Ferber,4
470,fffe430049004400370038003400,Suzanna Constantino,2
471,fffe43004900440033003700380039003600,Dorotha Benito,5
472,fffe43004900440034003900390038003700,Blossom Pettiford,1
473,fffe43004900440034003500360031003400,Ming Metheny,5
474,fffe43004900440031003200360038003500,Selena Pritt,5
475,fffe43004900440032003900370031003700,Riley Carns,5
476,fffe43004900440034003700340032003200,Meaghan Rinaldo,4
477,fffe43004900440031003100370036003400,Kelsie Froman,5
478,fffe43004900440033003500350037003000,Ranae Acheson,4
479,fffe43004900440036003200340036003700,Consuela Aumick,3
480,fffe4300490044003600310037003600,Meaghan Saur,5
481,fffe43004900440034003400300036003500,Yukiko Conard,4
482,fffe43004900440031003200330030003200,Fanny Coddington,4
483,fffe43004900440034003800390036003200,Nannie Wanner,1
484,fffe43004900440033003300350030003500,Jong Howlett,4
485,fffe43004900440033003400390038003300,Alva Lappin,2
486,fffe43004900440032003200380030003100,Ozella Tiller,5
487,fffe4300490044003600320036003200,Raisa Jolliff,3
488,fffe43004900440035003300330035003200,Joyce Mccready,5
489,fffe43004900440031003400320039003900,Miguelina Zych,5
490,fffe43004900440033003800340034003200,Sadie Bumbalough,5
491,fffe43004900440035003200380034003900,Roslyn Horan,1
492,fffe4300490044003900340030003000,Donya Benjamin,3
493,fffe43004900440035003100330036003900,Nikki Klann,4
494,fffe43004900440034003100300031003000,Scottie Blazek,5
495,fffe43004900440031003800310033003100,Mickey Pfeil,2
496,fffe43004900440032003100390039003700,Sonny Yokota,5
497,fffe43004900440033003600390030003200,Michelina Melody,1
498,fffe43004900440033003300390039003200,Margarito Keeler,5
499,fffe4300490044003300300035003400,Temple Deford,5
500,fffe43004900440032003600380034003900,Enid Harty,5
501,fffe43004900440033003400340033003300,Albertha Lover,3
